id,var_0,var_1,var_2,var_3,var_4,pin,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,age,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,gender,marital_status,city,state,residence_ownership,target_income,device_model,device_category,platform,device_manufacturer
LOA-N2R13L12,,,,-0.195242139727424,,812004,,-0.083343113325324,-0.280113567265985,-0.0783056764601991,-0.551667059210856,,,,-0.0339089964568836,-0.0519502040452371,-0.112224246392566,,-0.284074365500243,-0.0387989025596372,-0.412418565056757,-0.113347029076992,-0.295772319670664,,,,,,-0.227017745020673,28,-0.0334442793517054,,-0.290004428017072,-0.0522988198984186,-3.5600447102445,,-0.416399486312891,-0.256256954056348,-0.10926616958237,-0.747715344356158,,-0.41197534403587,,-0.455988125507011,-0.0660782499005543,,,0.199858285755587,-0.21097224203246,,0.00772041083861844,,-0.684327849880344,-0.150480486891945,-0.0945880877911059,-0.17250185446579,,,-0.150448920515518,,,,,,,-0.489669938635282,-0.302320780480615,-0.10530292577967,,-0.697884747966637,-0.294861738341777,-0.162697465082192,-0.644045498221511,-0.940424663203822,-0.0736660962153035,,Not Scored: No Updates available in last 36 months,PERFORM CONSUMER 2.0,MALE, ,Bhagalpur,Bihar,,13773,SM-A135F,SMART PHONE,ANDROID,samsung
LFHE1YBH,-0.132810252531143,-0.447958348059951,,,,394365,,-0.0365266260008477,,-0.0313687983747696,-0.439545751250086,,-0.233091185220225,,0.125590465124381,0.0114179901220976,-0.112224246392566,-0.186537373290717,-0.539965066654929,0.0430813677053034,-0.412418565056757,-0.110250478834301,0.698934709465207,,,-0.234208009680105,,,2.0393588700631,38,0.124239879942837,,0.335430549764392,0.0921146666770521,0.108566661334623,,,0.330405936673762,-0.0164839529417206,-0.697667024848064,,-0.554139962898379,-0.591632618627991,,0.0393910413263113,,,-0.30512532825387,,,0.944153731226584,,-0.240132358213534,-0.163414621429145,-0.0945880877911059,0.182362162728713,-0.472400328163828,-0.452319384501683,-0.163379252117996,,0.0758688430988872,,-0.0725758610900937,-0.43087324091372,-0.930646745600062,,-1.00299369100017,-0.10530292577967,-0.369154480488363,0.281883549615016,0.286520981898833,-0.422819124875582,-0.490279745692261,-0.641620069781271,-0.0736660962153035,-0.414528395552679,J-High Risk,PERFORM CONSUMER 2.0,MALE, ,Tapi,Gujarat,,22466.5,CPH1933,SMART PHONE,ANDROID,oppo
LOA-BQYE33Y5,-0.0461755290478832,0.392378593366754,-0.0979362833590967,,-0.292527855457244,560100,0.119536038879212,-0.043678094384191,,-0.0424954199749697,0.0806971176878905,-0.141834135048158,-0.0695657522220819,-0.341706610701193,0.00288930084161331,-0.00415080915666973,-0.746216850200632,-0.723174675934413,0.824785339503397,-0.026382463284875,0.48147168684307,-0.0114113841899266,-0.121118526738878,0.413459214111324,-0.140102122951064,-0.0702484157880231,-0.533602570532462,-0.345113293270674,-0.178509152454363,23,0.00293520754723804,-0.0303748772722783,0.157580531144248,-0.0303997558049677,0.336597349878846,0.165825527942143,0.467753124436928,,,,-0.260007658575431,1.21103952246808,0.792940799279295,0.416453104559344,,-0.274873394738705,-0.341706610701193,-0.810108942263328,,-0.341839329347765,,-0.385158651679318,,-0.0985453439901764,-0.0945880877911059,,,,-0.0985290477470286,-0.208827762086267,-0.666513448477686,-0.00842209830053485,,-0.43087324091372,-0.0430695215395865,,0.923856812928608,-0.10530292577967,-0.527905674442831,,0.0858103584952883,0.964496394022496,,-0.641620069781271,,-0.448044226185912,I-Medium Risk,PERFORM CONSUMER 2.0,MALE, ,Bangalore,Karnataka,,30191.5,,,ANDROID,xiaomi
LOA-1ZPEX6BB,-0.0812420186343499,0.0631655589010248,-0.207663045834223,,0.076947034906733,211003,0.00889301495446287,-0.0700451975350245,,-0.0711598567426607,-0.740030856584951,-0.247780720061387,-0.0197576251650161,0.00821268532880832,-0.0280436964413493,-0.031374277646878,0.0991066215434562,0.886737231996674,-0.113480564730452,-0.0325292154010939,0.0798109282657911,-0.0644360993049959,-0.219637509794714,0.413459214111324,0.482074724173573,-0.020308047888832,0.721450587542518,-0.231404942759113,-0.143675903839067,38,-0.027645733746656,-0.0301274576311822,-0.0889950170655293,-0.0412408766433097,-0.957812146857479,0.0532474935792743,0.0704678787626626,,,,-0.0664096125000124,-0.664668954939556,,,,-0.382117791594562,0.00821268532880832,-0.136797456917384,,-0.247905578200892,,-0.385158651679318,,-0.150008800603641,-0.0945880877911059,,,,-0.149977372913893,-0.208827762086267,1.56063342625203,-0.0065710342563847,,1.35898497764357,1.14036677720771,,0.223183902409052,-0.10530292577967,,,-0.182686346441609,0.0107169747800673,,0.553598303908931,,-0.448044226185912,K-High Risk,PERFORM CONSUMER 2.0,MALE, ,Allahabad,Uttar Pradesh,SELF-OWNED,12371,1915,SMART PHONE,ANDROID,vivo
LOA-SNVU4KP8,-0.13645949670915,-0.433678957562291,-0.262526427071787,-0.375646996814562,0.22355465282024,753008,0.00889301495446287,-0.0853609846131024,-0.344171881351623,-0.0838642215115664,-0.605485287032026,-0.300754012568002,-0.26485826067517,0.147060644394152,-0.0295867849978242,-0.0614627937294078,-0.112224246392566,,0.0571132360393387,-0.0438294044915508,-0.305448244437879,-0.103401292636719,-0.299438872524101,0.56086734663185,0.858347257942468,-0.266059426889263,,-0.227061881670806,-0.315086713217836,26,-0.0291712600357889,-0.0300445963619527,-0.325501794697319,-0.0628264155221159,-0.830383232671002,0.0532474935792743,-0.310594452588767,-0.351150873380367,-0.123666907082688,-0.414059880968868,-0.234641358202603,,,,-0.0725579973605658,-0.43601346931179,0.147060644394152,-0.136797456917384,-0.215658238164527,-0.359588473637462,1.17854310373666,-0.26636320522918,-0.240132358213534,-0.155682577296455,-0.0945880877911059,-0.409077865928791,-0.634983431706618,0.603158191352448,-0.155649481385124,-0.655842126709732,,-0.00629343928188662,-0.405774021748873,,-0.930646745600062,-0.489669938635282,-0.477489008110504,-0.0957650460367247,-0.660198336071555,-0.208000599175811,-0.368394073852533,0.184131414642327,-0.387769244006094,-0.940424663203822,-0.0736660962153035,0.163619682870606,K-High Risk,PERFORM CONSUMER 2.0,MALE, ,Cuttack,Odisha,,23013,CPH2381,SMART PHONE,ANDROID,oneplus
A1BLSD6A,0.00494948680778078,0.432345318678495,-0.262526427071787,,-0.316418520913007,508210,-0.439211231940773,-0.0328889911292991,,-0.03521468751757,0.533667201849404,-0.300754012568002,0.388131623676478,-0.374716412266201,0.000283465958739903,0.00242610185401859,-0.323555114328588,-0.723174675934413,0.483597737963815,-0.0278576837927675,0.319102254426846,-0.010801268057304,-0.116216822128448,-0.765805846052878,0.076199735994675,0.388664149076746,,-0.451693570426539,0.258833407470007,25,0.00035903030693471,-0.0301178703768912,0.147796114884941,-0.0330016248061698,0.0884463064630737,-0.352033430127055,0.307152472095483,,,,-0.0368134460761996,-0.460458346087497,,,,-0.187532212826347,-0.374716412266201,-0.30512532825387,,-0.192856951184949,,-0.385158651679318,,-0.106652028906879,-0.0945880877911059,,0.177932086007331,,-0.106633349110857,0.238186602537199,,-0.00661972379013446,,-0.43087324091372,0.252789553147239,,1.27419326818839,-0.10530292577967,0.107099101375044,,0.0314202806171684,0.617667514297976,,-0.0440108829361701,,-0.448044226185912,J-High Risk,PERFORM CONSUMER 2.0,MALE, ,Nalgonda,Telangana,SELF-OWNED,18617,CPH2569,SMART PHONE,ANDROID,oneplus
SGN1ISUQ,-0.0182474425639498,0.206268663278162,-0.0321002258740207,,0.243844877687142,476001,0.0863431317017875,0.18407558317328,,0.175774330125735,0.488818678665096,-0.078266184040221,,0.137991473654282,-0.0278050453966595,0.301688802928304,-0.746216850200632,-0.723174675934413,0.910082239888292,0.121139587504379,0.27703353957403,-0.00581237374520448,1.36551651908972,-0.0287651834502515,0.0618929130386926,,,-0.0091395406501476,-0.207708109992369,42,-0.0274097988477315,-0.0300566489102043,0.0912593440115825,0.229787144315242,-0.951105361900296,0.199598938251004,0.265542035032371,1.53728996999597,0.294148487189896,0.420078777499356,0.203669914041997,,,,0.139937181318285,-0.315419231593068,0.137991473654282,-0.810108942263328,-0.148935798812594,0.0824098061130823,0.00772041083861844,-0.369663593446691,2.20294284595392,-0.049383897013415,0.265866903121945,0.0640741569972119,-0.526594696011425,-0.51623537518352,-0.0493820553727884,0.685200967160664,,-0.00750513003494895,-0.294707968195946,-0.878337795553042,,,-0.127152552850726,0.330576928423176,-0.527905674442831,-0.208000599175811,1.85465074918985,1.05120361395363,0.124783264424741,-0.641620069781271,0.271423918575885,-0.448044226185912,K-High Risk,PERFORM CONSUMER 2.0,MALE, ,Morena,Madhya Pradesh,SELF-OWNED,22125,RMX3241,SMART PHONE,ANDROID,realme
LOA-CD47R5PF,-0.103329462547506,-0.341565645237821,-0.591706714497167,,-0.574488810862949,423605,-0.654965128594034,-0.0710147767895622,,-0.0670732972888558,-0.560636763847718,-0.618593767607688,-0.14029602814128,-0.608743915797394,-0.0307693997288349,-0.063795350031447,-0.53488598226461,,0.910082239888292,-0.0304821010763084,-0.33719813138065,-0.089813837667508,-0.321993938466766,-0.323581448491302,-0.20326226576322,-0.141166480965801,,-0.561613914742245,-0.227974278555152,24,-0.0335108305970799,-0.0300776723892567,-0.344992734778801,-0.0672092638546408,0.0213784568912434,-0.622220712597941,-0.341998470444204,-0.351150873380367,-0.107971152752126,1.00397583842711,-0.434382167069543,,,,-0.0553654474771746,0.0183369188411326,-0.608743915797394,-0.641781070926842,,-0.461034090209887,-0.554364415324626,-0.385158651679318,-0.351181231130236,-0.0607811015872866,-0.0945880877911059,-0.409077865928791,-0.418205960316232,-0.452319384501683,-0.0607759089048966,-0.655842126709732,,-0.00963039586706373,-0.405774021748873,-0.878337795553042,-0.338928596226412,,-0.652657235740393,-0.10530292577967,-0.448530077465597,-0.697884747966637,-0.345976966146848,-1.28989132418688,-0.285258742319927,-0.342815476358721,-0.0736660962153035,-0.448044226185912,J-High Risk,PERFORM CONSUMER 2.0,FEMALE, ,Anjanapur,Maharashtra,RENTED,39143.5,CPH2467,SMART PHONE,ANDROID,oneplus
LOA-16488U5M,-0.127054590949682,-0.409435994773109,,,,673513,,-0.0918494760930545,,-0.08683391373294,-0.775909675132398,,-0.225149416356488,,-0.0381525985636429,-0.0699478255712704,,,0.910082239888292,-0.0454734148125547,-0.385182974235224,-0.108284892713027,-0.351620908169944,,,-0.226245155377816,,,-0.287316384797457,40,-0.0376395839875393,,-0.374450152960592,-0.0713791925739007,0.792658726967292,,-0.389460587853049,,,,,,,,,-0.39433319984996,,,,,,,,-0.152730588468213,-0.0945880877911059,,-0.634983431706618,,-0.152698360509877,,,,,,-0.634787670913237,,-1.00299369100017,-0.10530292577967,-0.6866568683973,,-0.373359563094886,1.05120361395363,,,,-0.448044226185912,F-Low Risk,PERFORM CONSUMER 2.0,MALE, ,Kozhikode,Kerala,,22960,SM-A156E/DSN,SMART PHONE,ANDROID,samsung
LOA-E31MFQHJ,0.101163810626609,-0.238117904538316,-0.427116570784477,,-0.265385179147028,201005,-0.560918558257997,-0.00378651406137399,,-0.00521899490901349,0.914879648916024,-0.459673890087845,-0.0597047225496094,-0.43893758068916,-0.0300097988604773,-0.0485612101173219,1.36709182915959,,0.910082239888292,-0.0319836296832583,-0.189738258758005,0.0686144842875456,-0.299586145961942,-0.647879340036458,-0.663985225317645,-0.0603612050293472,,-0.374930452580976,-0.171612854229969,26,-0.0295894594744648,-0.0247755098839963,-0.256729341952789,-0.0632487855899777,0.376838059621944,-0.475869267926211,-0.203461828336594,,,-0.653874745278482,-0.225394974182615,-0.213703860391259,-0.591632618627991,,,0.226930714539046,-0.43893758068916,2.89310422713936,,-0.227336531599322,-0.616755831028747,-0.349003515803189,-0.0180346123801288,-0.011827286852267,-0.0945880877911059,,0.909556051949886,,-0.0143115485800974,0.238186602537199,,-0.00756741924488434,,-0.878337795553042,0.252789553147239,,0.223183902409052,-0.10530292577967,0.847938006495898,0.0369414752196023,-0.303019203188096,1.05120361395363,-0.490279745692261,-0.0440108829361701,,-0.351686213115365,I-Medium Risk,PERFORM CONSUMER 2.0,MALE, ,Ghaziabad,Uttar Pradesh,SELF-OWNED,23777.5,,,,
